,Fuzzy C-Means_hard,Fuzzy C-Means_R1_prob,Fuzzy C-Means_R2_prob,Fuzzy C-Means_R3_prob,Fuzzy C-Means_R4_prob,Modified K-Means_hard,Modified K-Means_R1_prob,Modified K-Means_R2_prob,Modified K-Means_R3_prob,Modified K-Means_R4_prob,Vanilla K-Means_hard,Vanilla K-Means_R1_prob,Vanilla K-Means_R2_prob,Vanilla K-Means_R3_prob,Vanilla K-Means_R4_prob,GMM_hard,GMM_R1_prob,GMM_R2_prob,GMM_R3_prob,GMM_R4_prob,Markov-Switching_hard,Markov-Switching_R1_prob,Markov-Switching_R2_prob,Markov-Switching_R3_prob,Markov-Switching_R4_prob
1979-04-01,0,0.2500000025233667,0.24999999814186077,0.24999999990729233,0.24999999942748033,3,0.042964274916514826,0.29252942438804935,0.3098998919333553,0.35460640876208066,0,0.35074869401647024,0.29374249005456105,0.31252391383544725,0.042984902093521564,1,5.36819661830641e-19,1.0,5.363743602304414e-34,7.459956593272428e-24,1,0.0021106566595121084,0.9965718175606743,0.0011702937361861507,0.000147232043628056
1979-05-01,1,0.249999983517935,0.25000001238452924,0.25000000068959766,0.25000000340793815,2,0.036609415973189396,0.28971181456217165,0.3589881431385819,0.3146906263260571,2,0.2933455076240638,0.299621687602183,0.36961702037050764,0.03741578440324551,3,8.406361110947744e-37,3.440043707611374e-19,9.300962778681576e-36,1.0,1,0.18530059239199365,0.8127163956219825,0.0019814874573526957,1.5245286716859916e-06
1979-06-01,1,0.24999998964752973,0.2500000078235065,0.2500000004145451,0.2500000021144186,3,0.028466243967596987,0.26588280409319076,0.33727061294848054,0.36838033899073164,2,0.3484399184003435,0.2728240504666077,0.34962883025171404,0.029107200881334745,3,2.267937212512187e-49,2.080938216261053e-09,2.029347295891633e-46,0.9999999979190619,2,0.1363804053010622,0.3266205999515137,0.5369988300328682,1.647145562730969e-07
1979-07-01,1,0.24999998950762456,0.25000000795244276,0.25000000045653736,0.25000000208339535,3,0.02651054998085889,0.25804066688776767,0.32873263754268756,0.3867161455886858,2,0.34167558996988445,0.2755159074295134,0.35502903071302555,0.02777947188757659,3,3.349929695915972e-50,9.92959373145555e-05,2.9252830684313842e-27,0.9999007040626925,2,0.13811806041251218,0.1358891957480093,0.7259924115566232,3.3228285579189665e-07
1979-08-01,1,0.2499999981685215,0.25000000143889206,0.25000000007945683,0.25000000031312963,3,0.03012156815139372,0.26653548984295344,0.3073971333966076,0.39594580860904527,0,0.3713048010001046,0.2746620841627684,0.3232707341675279,0.030762380669599156,1,9.069204520394064e-42,0.9999999999992326,4.1540710574222715e-64,7.589763388755692e-13,2,0.12206880170524569,0.10577325741972005,0.7721442606415451,1.3680233489569873e-05
1979-09-01,1,0.24999998481334448,0.2500000114419938,0.25000000064115413,0.2500000031035077,3,0.03108795709374349,0.27467206127742366,0.34533830880221156,0.34890167282662143,2,0.3127676261215847,0.2884339230508994,0.36672520842025147,0.032073242407264516,1,1.6294240570421802e-41,0.9820473187607415,1.0945551226346105e-88,0.01795268123926775,2,0.16537358109571537,0.04153283662461907,0.79308512396391,8.458315755829989e-06
1979-10-01,1,0.24999999138980547,0.2500000064847831,0.250000000353017,0.25000000177239434,3,0.0459733043651525,0.2880719422266477,0.32594572228310803,0.34000903112509184,2,0.32014828134359774,0.295806429767323,0.33739584404451445,0.04664944484456492,1,7.59262223214334e-53,1.0,0.0,1.8097173730456749e-50,2,0.16455700080520808,0.017368483715249582,0.8180742427224913,2.7275705127193253e-07
1979-11-01,1,0.24999999827623653,0.2500000013452143,0.2500000000791609,0.2500000002993882,3,0.02966011884538671,0.27226925928231555,0.3085567380078478,0.38951388386445,0,0.36123547862375915,0.2826419138583265,0.32574033565927735,0.030382271858637053,1,2.298768470869093e-49,0.9999999999015188,3.743706620924396e-46,9.849461691401182e-11,2,0.11857344091994258,0.016528639440567892,0.8648972356499895,6.839895000719535e-07
1979-12-01,0,0.2500000004499186,0.24999999972651624,0.2500000000016874,0.24999999982187776,3,0.0287343179771755,0.26976810053188766,0.3037375115983428,0.39776006989259405,0,0.36436859133314636,0.2824812087261595,0.3235436742506787,0.02960652569001544,1,4.689667717249129e-56,0.9999999988503845,2.1237515935862487e-69,1.1496094681698654e-09,2,0.10793252464695535,0.021657485487413006,0.8704064851876256,3.5046780059104336e-06
1980-01-01,1,0.24999999559401068,0.2500000033587618,0.2500000002279619,0.25000000081926543,3,0.03418598256541814,0.2813681953064077,0.3170342190217827,0.36741160310639137,2,0.3291216432706209,0.29767274092184554,0.337955612142971,0.03525000366456278,1,4.3596203993683116e-48,1.0,3.947889223787861e-71,5.323481967083021e-16,2,0.1049893037410476,0.04439601184222485,0.8506140114704617,6.729462656912463e-07
1980-02-01,1,0.24999999752751825,0.25000000186466054,0.25000000009853063,0.2500000005092906,3,0.050577236061286175,0.30218646413576683,0.31644666245250797,0.33078963735043904,2,0.318799340315961,0.30662411224793024,0.32352961658859386,0.05104693084751481,1,7.946111859033973e-41,1.0,4.63250444575876e-185,3.193040726368882e-53,2,0.07496004062307708,0.11118327161388634,0.8138564097929657,2.779700708147443e-07
1980-03-01,0,0.25000000027083563,0.24999999980859477,0.2499999999888433,0.24999999993172636,3,0.06135653784200821,0.30199741318777834,0.30605814862121855,0.33058790034899493,0,0.3227227779065845,0.3052194557575434,0.31057225855283277,0.06148550778303929,1,4.585369671006154e-43,1.0,0.0,2.671278891671429e-131,2,0.029095046570779545,0.3577802424515164,0.6131191254147546,5.585562949248573e-06
1980-04-01,0,0.2500000085054022,0.24999999362979158,0.24999999963511463,0.24999999822969152,3,0.07514366493012675,0.2989736223419903,0.28650809338939814,0.33937461933848473,0,0.353610846298889,0.2907252637156479,0.2822203991994204,0.07344349078604284,1,1.1939956067248897e-45,1.0,0.0,1.0431197946573464e-207,1,7.650584096217185e-13,0.9998487199765494,4.881883757731616e-10,0.0001512795344968279
1980-05-01,0,0.25000000657084803,0.24999999507383502,0.24999999972963113,0.2499999986256858,3,0.09738957502878193,0.30205572082864235,0.28817151613209235,0.3123831880104834,0,0.3204866244935239,0.2976648558917492,0.2854907027860246,0.09635781682870231,0,1.0,3.0068368730133455e-20,0.0,0.0,1,3.3354348828431767e-15,0.9998513765132258,8.985081599205624e-13,0.00014862348587213912
1980-06-01,0,0.2500000150566551,0.24999998871823279,0.24999999937857684,0.2499999968465352,3,0.04454968731951797,0.3120880960289448,0.28838914261858806,0.35497307403294925,0,0.3732556711349436,0.30099581346738646,0.28241568093643044,0.04333283446123944,1,8.589919325250942e-36,1.0,0.0,9.840415268450476e-72,1,0.0018756760773101031,0.9941863847111871,0.0037960110605737224,0.00014192815092886103
1980-07-01,0,0.25000000363117564,0.24999999727856687,0.24999999983978177,0.2499999992504757,3,0.050975133419484724,0.3116594607369016,0.3084040564325663,0.3289613494110473,0,0.32906714660877584,0.3102589571599975,0.3097550781901321,0.050918818041094535,1,3.8305770055070554e-60,1.0,9.268908675842608e-180,3.4109563293666e-48,1,0.032931897673283556,0.9593917330736049,0.007533005445252494,0.00014336380785905602
1980-08-01,1,0.2499999902650322,0.2500000073101585,0.2500000004259649,0.2500000019988444,2,0.039505691152633395,0.30976301266438255,0.3419137104662663,0.3088175857167178,2,0.285776809742543,0.3208125686966055,0.35313486048642384,0.040275761074427596,1,3.8078010845727537e-31,0.9999999999999432,1.5511004956343069e-165,4.389643086230541e-14,0,0.577538903457682,0.42183956251975874,0.0005092678597815698,0.00011226616277810656
1980-09-01,1,0.24999998442086238,0.25000001169160496,0.25000000065385897,0.2500000032336736,2,0.03695103858873836,0.3031418360360904,0.35766660465358824,0.3022405207215831,2,0.27975678090744427,0.3138230398231319,0.3686767180265315,0.03774346124289236,1,2.288609518628069e-26,0.9999830162764587,4.237237959613817e-181,1.698372355419038e-05,0,0.8196285422380704,0.17979880152509997,0.0005612770199924473,1.1379216837711134e-05
1980-10-01,1,0.24999998439691873,0.2500000117189333,0.2500000006501698,0.2500000032339781,2,0.03627995374956622,0.2960977004261715,0.3544129681236338,0.3132093777006285,2,0.28795239193364064,0.3070767711776566,0.367893307506861,0.037077529381841716,1,9.546252102818078e-29,0.999992558939882,3.3767822028534876e-263,7.44106010621435e-06,0,0.908088046988507,0.08867926848741507,0.0032308608433839967,1.8236806946014049e-06
1980-11-01,1,0.24999999127393963,0.25000000656141474,0.250000000364461,0.25000000180018467,2,0.04940861057749808,0.2975177038178782,0.33010325172999894,0.3229704338746248,2,0.30303439149294953,0.3058851964441524,0.3408882522442047,0.050192159818693245,1,1.7342955977206573e-40,1.0,0.0,3.8460397397116145e-67,0,0.929886747115537,0.047187113204586593,0.022926079622180948,6.00576962132325e-08
1980-12-01,1,0.24999999624294478,0.250000002839677,0.2500000001515955,0.2500000007657826,3,0.05483974385725997,0.2923625138434015,0.314209481188346,0.3385882611109925,0,0.32658649328497913,0.2968147821134973,0.32142359191410225,0.05517513268742134,1,3.1235872330023977e-72,1.0,0.0,5.639734098557892e-100,0,0.7343287870804764,0.01662628517438684,0.24904492715157012,5.935671979126243e-10
1981-01-01,0,0.25000000304340947,0.24999999774855283,0.24999999988531404,0.2499999993227235,3,0.054050362608100075,0.28950839202231987,0.29854950945519054,0.3578917359143895,0,0.35145244660099045,0.2912833831008892,0.30334786323916596,0.053916307058954435,1,3.165244748438912e-90,1.0,0.0,1.143148039107456e-90,2,0.1821632772569367,0.023200804069301605,0.7946358926921114,2.5981650468126216e-08
1981-02-01,0,0.2500000056374636,0.2499999957936432,0.24999999977080842,0.24999999879808477,3,0.038141675343454993,0.29732876001565167,0.30038185361986997,0.36414771102102317,0,0.3573454429209478,0.298738946222445,0.3057899943695337,0.038125616487073515,1,2.1427534743138047e-48,1.0,0.0,3.372731758799114e-48,2,0.09801181750367191,0.019946818929327172,0.8820409080585946,4.5550840675759497e-07
1981-03-01,0,0.25000000825622243,0.2499999938144201,0.2499999996287902,0.2499999983005674,3,0.032921406269270724,0.3032023535426197,0.30658082964154665,0.3572954105465628,0,0.365879381376736,0.2958262220419514,0.30577116761398593,0.03252322896732662,1,1.813633349028969e-42,1.0,4.65128157896713e-233,4.554891334975383e-23,2,0.08569017927148981,0.018663081097946562,0.8956453425148644,1.3971156996040472e-06
1981-04-01,1,0.24999999873535417,0.2500000009622433,0.250000000036127,0.2500000002662756,3,0.04062408553911919,0.2998778854788532,0.31626019857193516,0.3432378304100924,0,0.33133465305638315,0.3032299671082984,0.3244722378374492,0.0409631419978693,1,7.011261937489914e-42,0.99999999999784,2.9149821118835346e-180,2.1529208410766645e-12,2,0.08219007298694109,0.028589285986886884,0.8892175417696426,3.099256529815866e-06
1981-05-01,1,0.24999999709345286,0.25000000219418506,0.2500000001221727,0.25000000059018945,3,0.054100351279870486,0.301234893652581,0.3142622101573214,0.3304025449102271,2,0.31569301231924907,0.3073690116309136,0.3223653779306137,0.054572598119223666,1,6.569051732271732e-50,1.0,0.0,9.576653038373766e-106,2,0.07652685849507114,0.06828868944738897,0.8551835672146535,8.848428865637406e-07
1981-06-01,0,0.2500000051838724,0.24999999612704227,0.24999999978731838,0.24999999890176697,3,0.06005622012963242,0.30101742168516743,0.2969408575317656,0.3419855006534345,0,0.34358496475008893,0.29904173868309036,0.2978738631606093,0.05949943340621133,1,1.5128944394422675e-75,1.0,0.0,5.391981764865723e-95,2,0.02309427611587062,0.19852467642361157,0.7783632307999145,1.7816660603351027e-05
1981-07-01,0,0.25000000013943857,0.249999999919752,0.2500000000041627,0.24999999993664668,3,0.0469772315864967,0.2955087723213169,0.3052277992943973,0.35228619679778916,0,0.33703929644496644,0.3012956522369333,0.3143634310344209,0.047301620283679346,1,4.120248534395562e-70,1.0,0.0,4.267897287945211e-57,2,0.027138266799945184,0.26395689779468556,0.7089045399786188,2.9542675075411196e-07
1981-08-01,0,0.2500000090555846,0.24999999321469352,0.24999999960816824,0.24999999812155363,3,0.03639403912401371,0.3072934689411734,0.2932688235707029,0.3630436683641099,0,0.35635157010334995,0.3075124672265709,0.2997797986861827,0.03635616398389646,1,1.3844417598233416e-50,1.0,1.523550064137365e-155,4.433433264422839e-35,2,0.009191090708022443,0.4497821527077576,0.5410264803542651,2.7622995496660893e-07
1981-09-01,0,0.25000001358937785,0.2499999898061281,0.24999999944041346,0.24999999716408053,3,0.04062523482811333,0.3218072662945085,0.2917653761532128,0.34580212272416544,0,0.3503775735679501,0.3190512511808388,0.2904821366440878,0.040089038607123276,1,4.081569641124279e-32,1.0,1.4745305675225966e-198,2.3140797274690936e-45,1,0.00015742723960008825,0.8986390341707812,0.10120283263312048,7.059564985187419e-07
1981-10-01,0,0.25000001902236996,0.2499999857188001,0.2499999991849465,0.24999999607388346,3,0.041825548888845196,0.3287699707492535,0.28334126664010345,0.34606321372179777,0,0.37406265886960977,0.3116388628380759,0.2739797043505507,0.0403187739417635,1,2.5331868875387517e-35,1.0,4.965649625520834e-185,1.5748619869460914e-50,1,9.646654203028168e-07,0.9955638060800798,0.004434926267902801,3.0298659749768965e-07
1981-11-01,0,0.25000001161057817,0.2499999912906742,0.24999999952205343,0.2499999975766942,3,0.06362341731157786,0.31899674671442424,0.29037626775812325,0.3270035682158746,0,0.34027293521580526,0.3115157179678403,0.28573241407311717,0.06247893274323731,1,1.1946093121502852e-27,1.0,0.0,2.193394151313925e-155,1,2.790691282060433e-09,0.9999929547957147,6.890504798008054e-06,1.5190879664389334e-07
1981-12-01,0,0.25000002639866836,0.2499999801800555,0.24999999888522342,0.2499999945360527,3,0.03530835705276082,0.34235849603065255,0.27205828526267534,0.35027486165391125,0,0.37785713228621304,0.3240522106100652,0.26406427672047955,0.03402638038324218,1,4.377781415315179e-25,1.0,5.9959476350687356e-80,6.882352092608228e-46,1,2.860348991945443e-07,0.9999779630193792,2.1630174559957483e-05,1.2077116192847839e-07
1982-01-01,0,0.25000000479300916,0.2499999964056059,0.24999999980188617,0.24999999899949885,3,0.07027490667377158,0.3115022651923032,0.29845597552298586,0.3197668526109394,0,0.321434992811445,0.31006216670675996,0.29855538749131666,0.06994745299047851,0,1.0,2.7406731757521772e-27,0.0,1.2101868751000614e-151,1,9.869174236716865e-08,0.9999938799766362,5.87884296373117e-06,1.424886579857587e-07
1982-02-01,0,0.2500000004481852,0.24999999965203112,0.2499999999728206,0.24999999992696315,1,0.055238669348171676,0.3215439641724845,0.31439051578569754,0.3088268506936464,1,0.3029896660972979,0.32422730813870576,0.31733892146253473,0.05544410430146172,0,1.0,2.762082617738017e-22,5.301149611635841e-259,4.758817631394166e-54,1,0.010090997107861526,0.9898529755767049,5.602701461479393e-05,3.0081928205336756e-10
1982-03-01,0,0.250000019054049,0.24999998570526696,0.24999999919258983,0.24999999604809425,3,0.039910787777033226,0.3226774345997678,0.2815742689763035,0.35583750864689556,0,0.3827312723699652,0.30594461563490605,0.27297972338403187,0.0383443886110969,1,1.1273833916164438e-36,1.0,5.606095362262354e-141,4.390005758146329e-48,1,1.5168942689159107e-06,0.999967194914843,3.128787817950766e-05,3.127089331443359e-10
1982-04-01,0,0.2500000182374972,0.24999998632920029,0.24999999925216151,0.24999999618114105,3,0.037631205056323946,0.31916494969176706,0.28054766531171565,0.36265617994019345,0,0.36812570343895573,0.3139172551445755,0.28096090243211314,0.036996138984355685,1,8.135217857818194e-38,1.0,8.766097618285473e-110,4.345158339077051e-46,1,1.936524582461107e-05,0.9980118092059412,0.0019688250617289228,4.865056405986817e-10
1982-05-01,0,0.25000001222257,0.24999999085514107,0.2499999995424467,0.24999999737984213,3,0.038851346998750834,0.3158953259569991,0.2923440900244965,0.3529092370197537,0,0.34212334813127,0.32094530043356195,0.29807419144652225,0.03885715998864584,1,1.1037009026608216e-35,1.0,1.0175675830821212e-136,4.2823707716364555e-44,1,0.001548664953895103,0.9863742770665632,0.012077057558528377,4.210137819821054e-10
1982-06-01,0,0.25000001106274294,0.2499999917030633,0.2499999995548715,0.24999999767932213,3,0.04006704671598956,0.32402300366101,0.29428714475696227,0.34162280486603824,0,0.33654065039151476,0.3259463027758131,0.2975750185658886,0.03993802826678346,1,7.49246617190721e-30,1.0,8.78687097787731e-96,1.1681746194790264e-44,1,0.00010934075821701121,0.9932903190654946,0.006600330509028461,9.667260531256743e-09
1982-07-01,0,0.2500000177527392,0.2499999866598195,0.2499999992242168,0.2499999963632245,1,0.037465665392718055,0.3362664694710727,0.29321715654918795,0.3330507085870212,0,0.3617411814222872,0.3173036013508616,0.2845590348623878,0.03639618236446356,1,1.4325564239324731e-28,1.0,1.2679388243000106e-181,2.838810351766626e-46,1,1.2736387281084578e-05,0.9975529799177795,0.0024342754006803726,8.294259839669774e-09
1982-08-01,0,0.2500000134536207,0.24999998989540698,0.24999999942927836,0.24999999722169394,1,0.053789512858226085,0.3296255530250341,0.2943360407908351,0.3222488933259047,0,0.3437598323463379,0.31697108596933715,0.2866545045301101,0.052614577154214796,1,6.709001829675052e-24,1.0,0.0,1.3905884074467244e-114,1,4.847436120342936e-08,0.9998989425035884,0.00010099721492872901,1.1807122532470062e-08
1982-09-01,0,0.25000001345232203,0.2499999899001182,0.24999999943787468,0.24999999720968502,1,0.040380888665370825,0.33447258138763747,0.3004761136933298,0.3246704162536617,0,0.3350636190197794,0.32688533307890594,0.29801817135650194,0.040032876544812815,1,6.405064405051905e-34,1.0,3.5751822579319947e-119,2.0004704359327036e-39,1,0.0003116736809055022,0.9957320878731896,0.003956236196805208,2.249100775448409e-09
1982-10-01,0,0.25000001263588323,0.24999999053003358,0.24999999949467908,0.24999999733940415,3,0.04973744119369399,0.32139899758202206,0.29451594792094754,0.33434761330333646,0,0.34342552038542357,0.3157809258497145,0.29177712420634905,0.049016429558512736,1,1.0561146211194597e-24,1.0,5.3552459020788494e-232,3.9989371830462536e-77,1,7.034961717579665e-06,0.9986540985781248,0.0013386857430519087,1.8071710657262604e-07
1982-11-01,0,0.2500000142666353,0.2499999892900978,0.2499999993759251,0.24999999706734177,3,0.03435033507706625,0.3239464186311005,0.3022244222315924,0.3394788240602408,0,0.357888107513657,0.3118664229876531,0.2965715552824553,0.03367391421623465,1,2.503750143033325e-33,1.0,1.0841905592604756e-54,1.0029545304996161e-22,1,0.002834601346863904,0.9876813652641827,0.009483807416097969,2.2597285658779474e-07
1982-12-01,0,0.25000001071745237,0.24999999195547049,0.24999999953097524,0.24999999779610185,3,0.033720167134619915,0.32094387466027346,0.3085476120841969,0.33678834612090974,0,0.34588302876031757,0.31392717741390824,0.3067629550721218,0.03342683875365244,1,4.7470469124282605e-34,0.9999999999801332,7.954707686266793e-21,1.9878771487364572e-11,1,0.010919603893442154,0.9785343673769012,0.010531666805189823,1.436192446817556e-05
1983-01-01,1,0.24999999443303625,0.2500000041777269,0.25000000025199187,0.2500000011372449,2,0.04433589364559082,0.3148006550824598,0.3375830512418057,0.3032804000301436,2,0.29158181494154356,0.3218967883433603,0.341648810786419,0.044872585928677114,1,8.175017278293693e-14,0.9999999999468798,7.9624910862448855e-59,5.3026271211687225e-11,1,0.1832384396059549,0.8152786451879224,0.0014546375419817947,2.827766414240102e-05
1983-02-01,0,0.25000000311627313,0.24999999766269262,0.24999999984447088,0.2499999993765634,2,0.03143808502024606,0.3127906873141281,0.3282635683557339,0.3275076593098919,2,0.3268965735882459,0.31152518756804365,0.3299452159516197,0.03163302289209069,1,5.154632746530492e-33,0.9999999975989624,1.7098462126665653e-09,6.91198955377169e-10,1,0.17289344975438414,0.8233910739702385,0.0036795515049058993,3.592477047315385e-05
1983-03-01,1,0.2499999919097691,0.2500000060638972,0.2500000003436776,0.2500000016826561,2,0.030148843603028545,0.3164409049939851,0.3541823359993449,0.29922791540364146,2,0.28389013278828557,0.3245041123038504,0.36085096000471906,0.03075479490314498,3,1.518874751248345e-42,5.504505772664885e-13,1.0354133734165538e-14,0.9999999999994316,0,0.7659094779984307,0.23251341683317148,0.0015621201993705797,1.4984969028687703e-05
1983-04-01,1,0.2499999870191289,0.2500000097547711,0.25000000060660055,0.25000000261949945,2,0.031409989967550074,0.30991406713463165,0.36221858350107405,0.2964573593967442,2,0.270937979367497,0.3251629987104958,0.3717488567667003,0.032150165155306956,3,1.3381121470781264e-36,1.816559768146462e-14,4.889992361319143e-13,0.9999999999994884,0,0.9424412793977444,0.05712729740760807,0.0004281408275200049,3.2823671290395422e-06
1983-05-01,1,0.2499999813423877,0.25000001398728733,0.25000000074047674,0.2500000039298482,2,0.024572493441623343,0.2973460997128746,0.38582977588535616,0.2922516309601459,2,0.273893934546301,0.30511555225548165,0.3956587823842614,0.025331730813956007,3,6.514060852833776e-50,4.15371726593164e-20,6.64604828793084e-16,1.0,0,0.9709709161899275,0.02864070593836898,0.0003861607393826452,2.2171323224073064e-06
1983-06-01,1,0.24999997699773646,0.250000017256508,0.2500000009491813,0.2500000047965742,2,0.029975956123893033,0.2954875004678621,0.3822548891309094,0.29228165427733543,2,0.26857025388442024,0.3064176125122281,0.3941897560028453,0.030822377600506295,3,8.514190410593998e-45,5.1301128608258244e-24,1.3125248324609383e-61,1.0,0,0.9846192348005173,0.015333867586977603,4.156697692376764e-05,5.330635582644868e-06
1983-07-01,1,0.24999996976801936,0.25000002268351434,0.25000000127450067,0.2500000062739657,2,0.027996687861398396,0.2899099608323068,0.40377566621693345,0.27831768508936133,2,0.25195233042817156,0.3040008871162443,0.4152051313674402,0.02884165108814409,3,5.3474976628985984e-46,3.8503299028182156e-30,1.9779865057592562e-41,1.0,0,0.9923228028675078,0.007655817087017405,2.1172134235581204e-05,2.079112402268017e-07
1983-08-01,1,0.24999997263442514,0.25000002053082826,0.2500000011221344,0.25000000571261216,2,0.02674572169384072,0.28733540260556956,0.39748906319430544,0.28842981250628436,2,0.2664772612175075,0.3006032136906337,0.405265716453792,0.02765380863806674,3,5.569759690296228e-43,1.4733039888366846e-18,6.069571926601672e-26,1.0,0,0.9887691101894392,0.010607283471316608,0.0006232601908886543,3.461483566657458e-07
1983-09-01,1,0.2499999759095574,0.25000001805754274,0.2500000009936688,0.2500000050392312,2,0.02808174307650754,0.29972066805851394,0.3966169501935907,0.2755806386713878,2,0.25789896314004707,0.3102459127817583,0.4029232782248142,0.02893184585338042,3,6.427039790049288e-27,1.2881393060856391e-39,5.349865920203367e-84,1.0,0,0.9927542234399459,0.00723723003060008,3.914284294781978e-06,4.632245160605791e-06
1983-10-01,1,0.24999998358898634,0.25000001231035385,0.2500000006718037,0.2500000034288561,2,0.027387505716473127,0.30009012868732354,0.3766192637865669,0.2959031018096363,2,0.27948840513625856,0.309302449807332,0.38306215612840205,0.028146988928007415,3,2.4683775052027297e-46,7.169324157962807e-22,3.4707994407229244e-27,1.0,0,0.9958927276109037,0.0038175658761631973,0.00028935989653267,3.466164015892431e-07
1983-11-01,1,0.24999996066408736,0.2500000295094504,0.2500000016108799,0.25000000821558244,2,0.020499316667220397,0.27447298648623386,0.4312614378195876,0.2737662590269581,2,0.24645338009793896,0.2878918431489373,0.44436416908365,0.02129060766947367,3,3.5895929558025485e-58,9.057938957372377e-28,9.660160533198378e-20,1.0,0,0.9974146641970771,0.002421051740541677,0.00016387475400504026,4.093083773037042e-07
1983-12-01,1,0.24999997587345624,0.25000001809010763,0.25000000098505715,0.250000005051379,2,0.024658878009781518,0.29674627028247674,0.39384484276642956,0.2847500089413123,2,0.26390978400649673,0.3084241326320732,0.4021998615582584,0.025466221803171596,3,4.481951615062264e-53,1.4201629421978338e-25,4.284378211850541e-22,1.0,0,0.9948124888755714,0.004942526226022081,0.00024292326081932936,2.061637588598755e-06
1984-01-01,1,0.24999997571319468,0.25000001823633516,0.2500000010593739,0.25000000499109615,2,0.03091285473507155,0.29387810762138433,0.3904020525212314,0.2848069851223127,2,0.25942560572829704,0.30923559345861235,0.39957163849236277,0.03176716232072788,3,1.1547326254167255e-38,1.5512773775084397e-29,2.3423633066928514e-38,1.0,0,0.994504266285268,0.005489622483474476,2.8861123155217055e-06,3.225118943211313e-06
1984-02-01,1,0.24999998098405424,0.25000001427932184,0.2500000007831301,0.2500000039534939,2,0.03531886071437889,0.2897787090831629,0.37121368795751336,0.30368874224494485,2,0.28633728811255843,0.3002714935960758,0.3771935351491884,0.0361976831421774,3,3.3683467751351285e-35,8.95227212533951e-25,2.7419493918988756e-38,1.0,0,0.9982793560126756,0.0014562991434845275,0.0002642941513969673,5.069244432050629e-08
1984-03-01,1,0.24999998316465044,0.25000001262707916,0.25000000067285744,0.25000000353541296,2,0.03154325659101187,0.29850069933841406,0.3672013682170339,0.30275467585354027,2,0.28657880431444555,0.3062629896528467,0.37483487252640596,0.03232333350630172,3,5.355308536583791e-52,6.0618612849258414e-21,1.565045622935814e-31,1.0,0,0.9978615300543684,0.0011296068268255553,0.001008771520685042,9.159812209373047e-08
1984-04-01,1,0.2499999660883948,0.25000002546014616,0.25000000140857565,0.25000000704288344,2,0.02343496564813314,0.27617270295453966,0.4099932577070331,0.29039907369029416,2,0.2608889343508319,0.290012933257434,0.42484566446798483,0.024252467923749185,3,4.843540077009096e-58,1.696120258962788e-25,3.9555331056239036e-23,1.0,0,0.9971901971522193,0.0009877654040185036,0.0018217999689319646,2.3747483114457542e-07
1984-05-01,1,0.24999997857332956,0.2500000160660859,0.2500000008567596,0.25000000450382487,2,0.028839759777347443,0.2962398432325417,0.3802666197010542,0.2946537772890567,2,0.27715409661282286,0.3054671439124026,0.38770105698576823,0.029677702489006277,3,1.3476461041323313e-49,5.357894162979325e-17,1.1097803014321647e-30,1.0,0,0.993707930131665,0.001158641274595644,0.005133298518927965,1.3007481214932573e-07
1984-06-01,1,0.24999996696363347,0.2500000247995771,0.2500000013617996,0.25000000687498986,2,0.02422849825515224,0.27575205443268996,0.41177201795692414,0.2882474293552338,2,0.26360653175037324,0.2888692536519195,0.42240262214882995,0.025121592448877298,3,1.0683774940978731e-56,8.215990757839661e-27,3.2087164236311304e-43,1.0,0,0.9819204938566501,0.0012379921869321668,0.016841485576357753,2.8380060471905768e-08
1984-07-01,1,0.24999998414644514,0.2500000119155732,0.2500000006768763,0.25000000326110533,2,0.02521736497707567,0.2943496355497279,0.3693245879140949,0.3111084115591016,2,0.28668668503436934,0.3064919905697082,0.380916005256762,0.02590531913916038,3,4.9997020718595094e-51,3.452846785824303e-15,1.0896946920092708e-21,1.0,0,0.9216190614630535,0.0014900773451621034,0.07689084653872957,1.4653055417906546e-08
1984-08-01,0,0.2500000000135276,0.2500000000123385,0.2499999999991629,0.2499999999749709,2,0.02815075499312797,0.30288889632311805,0.33596150606423997,0.33299884261951396,2,0.31842394562237286,0.3087981065193054,0.3440905091828464,0.02868743867547537,3,3.830740269789049e-40,0.0017751784002741251,1.0524749172600502e-30,0.998224821599716,0,0.8502048653564769,0.0021168633418298644,0.14767810286118305,1.684405108673308e-07
1984-09-01,1,0.24999999388556432,0.25000000462416205,0.2500000002365406,0.250000001253733,2,0.02210907509014811,0.28433057533512857,0.35083863540244786,0.3427217141722753,2,0.32477702911068035,0.2912354293282297,0.36133430881952966,0.022653232741560232,3,3.1543219066625473e-50,6.9671919952091025e-15,7.305877562074579e-17,1.0,0,0.8226618633569774,0.0018683476369097624,0.17546904094738305,7.480587304528829e-07
1984-10-01,1,0.24999999758585936,0.25000000181085746,0.250000000111685,0.25000000049159815,2,0.026172169700287337,0.31427241273972695,0.3512764161232326,0.308279001436753,2,0.30298985264850814,0.31942085015372484,0.3509744795844236,0.026614817613343406,3,8.266681663637868e-40,1.775569126641791e-08,1.5410534018390248e-89,0.9999999822443045,0,0.8080941242958791,0.001683950837424362,0.19021999978213425,1.925084563003152e-06
